,BaseLoad,P_EV,P_HP,P_WB
2024-01-04 22:30:00,1.083609273058921,0.0,0.0,0.0
2024-01-04 22:45:00,0.46400927305892115,0.0,0.0,0.0
2024-01-04 23:00:00,0.8612759397255878,0.0,0.0,0.0
2024-01-04 23:15:00,0.7508759397255879,0.0,0.0,0.0
2024-01-04 23:30:00,0.7508759397255879,0.0,0.0,0.8
2024-01-04 23:45:00,0.38900927305892113,0.0,0.0,0.8
2024-01-05 00:00:00,0.4200759397255878,0.0,0.0,1.8
2024-01-05 00:15:00,0.6282994407425646,0.0,0.0,3.0
2024-01-05 00:30:00,0.2182521973529143,6.533333333333333,0.0,3.0
2024-01-05 00:45:00,0.2300759397255878,7.0,0.0,3.0
2024-01-05 01:00:00,0.2300759397255878,7.0,0.0,1.4
2024-01-05 01:15:00,0.2680759397255878,7.0,0.0,0.0
2024-01-05 01:30:00,0.41586898007853257,0.0,0.0,2.0
2024-01-05 01:45:00,0.2832491615817823,0.0,0.0,1.4
2024-01-05 02:00:00,0.3199666666666666,0.0,0.0,0.0
2024-01-05 02:15:00,0.5864999999999999,0.0,0.0,1.8
2024-01-05 02:30:00,0.18669999999999998,0.0,0.0,0.0
2024-01-05 02:45:00,0.11432666666666666,0.0,0.0,0.0
2024-01-05 03:00:00,0.5901333333333334,0.0,0.0,2.4
2024-01-05 03:15:00,0.22833333333333333,0.0,0.0,3.0
2024-01-05 03:30:00,0.051,0.0,1.6,0.2
2024-01-05 03:45:00,0.4508,0.0,3.7333333333333334,0.0
2024-01-05 04:00:00,0.051,0.0,0.0,0.0
2024-01-05 04:15:00,0.051,0.0,0.0,1.4
2024-01-05 04:30:00,0.10166666666666666,0.0,0.0,1.4
2024-01-05 04:45:00,0.241,0.0,0.0,0.0
2024-01-05 05:00:00,0.5268,0.0,0.0,0.0
2024-01-05 05:15:00,0.051,0.0,0.0,0.0
2024-01-05 05:30:00,0.051,0.0,0.0,0.0
2024-01-05 05:45:00,0.051,0.0,0.0,0.0
2024-01-05 06:00:00,0.051,0.0,0.0,0.0
2024-01-05 06:15:00,0.20299999999999999,0.0,0.0,0.0
2024-01-05 06:30:00,0.21566666666666665,0.0,0.0,1.0
2024-01-05 06:45:00,0.31753333333333333,0.0,0.0,0.2
2024-01-05 07:00:00,0.18426666666666666,0.0,0.0,1.0
